Sno,Movie_Name,Director_Name,Director_1,Director_2,Duration,Year,Ratings,Metascore
1604,12 Rounds,Renny Harlin,Renny Harlin,,108 min,2009,5.6,38
1605,The Quest,Jean-Claude Van Damme,Jean-Claude Van Damme,,95 min,1996,5.6,
1606,Ned Kelly,Gregor Jordan,Gregor Jordan,,110 min,2003,6.4,56
1607,In Order of Disappearance,Hans Petter Moland,Hans Petter Moland,,116 min,2014,7.1,74
1608,Kaabil,Sanjay Gupta,Sanjay Gupta,,139 min,2017,7.1,
1609,Ladder 49,Jay Russell,Jay Russell,,115 min,2004,6.5,47
1610,The Baader Meinhof Complex,Uli Edel,Uli Edel,,150 min,2008,7.3,76
1611,The Adventures of Pluto Nash,Ron Underwood,Ron Underwood,,95 min,2002,3.8,12
1612,Soorarai Pottru,Sudha Kongara,Sudha Kongara,,153 min,2020,8.7,
1613,Men at Work,Emilio Estevez,Emilio Estevez,,98 min,1990,5.9,34
1614,Dead Snow 2: Red vs. Dead,Tommy Wirkola,Tommy Wirkola,,100 min,2014,6.8,59
1615,The Contract,Bruce Beresford,Bruce Beresford,,96 min,2006,5.6,
1616,The Tournament,Scott Mann,Scott Mann,,95 min,2009,6.0,
1617,Agneepath,Karan Malhotra,Karan Malhotra,,174 min,2012,6.9,
1618,War (2019),Siddharth Anand,Siddharth Anand,,154 min,2019,6.5,
1619,Hard Rain,Mikael Salomon,Mikael Salomon,,97 min,1998,5.9,36
1620,Night Watch,Timur Bekmambetov,Timur Bekmambetov,,114 min,2004,6.4,58
1621,Sultan,Ali Abbas Zafar,Ali Abbas Zafar,,170 min,2016,7.0,
1622,Firewall,Richard Loncraine,Richard Loncraine,,105 min,2006,5.8,45
1623,Summer Wars,Mamoru Hosoda,Mamoru Hosoda,,114 min,2009,7.4,63
1624,Kabir Singh,Sandeep Reddy Vanga,Sandeep Reddy Vanga,,173 min,2019,7.0,
1625,15 Minutes,John Herzfeld,John Herzfeld,,120 min,2001,6.1,34
1626,Sanjuro,Akira Kurosawa,Akira Kurosawa,,96 min,1962,8.0,
1627,Lupin III: The Castle of Cagliostro,Hayao Miyazaki,Hayao Miyazaki,,102 min,1979,7.6,72
1628,Eega,S.S. Rajamouli,S.S. Rajamouli,,145 min,2012,7.7,
1629,Raees,Rahul Dholakia,Rahul Dholakia,,143 min,2017,6.6,
1630,Whiteout,Dominic Sena,Dominic Sena,,101 min,2009,5.5,
1631,Final Fantasy VII: Advent Children,"Tetsuya Nomura, Takeshi Nozue",Tetsuya Nomura,Takeshi Nozue,101 min,2005,7.2,
1632,Welcome to the Punch,Eran Creevy,Eran Creevy,,99 min,2013,6.1,49
1633,The Lovebirds,Michael Showalter,Michael Showalter,,86 min,2020,6.1,59
1634,Universal Soldier: The Return,Mic Rodgers,Mic Rodgers,,83 min,1999,4.2,24
1635,Stolen,Simon West,Simon West,,96 min,2012,5.5,43
1636,Spartan,David Mamet,David Mamet,,106 min,2004,6.5,60
1637,Mongol: The Rise of Genghis Khan,Sergei Bodrov,Sergei Bodrov,,126 min,2007,7.2,74
1638,The Man,Les Mayfield,Les Mayfield,,83 min,2005,5.5,33
1639,The Art of War,Christian Duguay,Christian Duguay,,117 min,2000,5.7,30
1640,Seeking Justice,Roger Donaldson,Roger Donaldson,,105 min,2011,6.1,38
1641,Chennai Express,Rohit Shetty,Rohit Shetty,,141 min,2013,6.1,45
1642,Alan Partridge,Declan Lowney,Declan Lowney,,90 min,2013,6.9,66
1643,Traitor,Jeffrey Nachmanoff,Jeffrey Nachmanoff,,114 min,2008,6.9,61
1644,Mesrine: Killer Instinct,Jean-François Richet,Jean-François Richet,,113 min,2008,7.5,71
1645,District 13: Ultimatum,Patrick Alessandrin,Patrick Alessandrin,,101 min,2009,6.5,64
1646,Seraphim Falls,David Von Ancken,David Von Ancken,,115 min,2006,6.6,62
1647,Elite Squad 2: The Enemy Within,José Padilha,José Padilha,,115 min,2010,8.0,71
1648,Knockin' on Heaven's Door,Thomas Jahn,Thomas Jahn,,87 min,1997,7.8,
1649,The Boy and the Beast,Mamoru Hosoda,Mamoru Hosoda,,119 min,2015,7.6,65
1650,Dhoom 2,Sanjay Gadhvi,Sanjay Gadhvi,,152 min,2006,6.5,
1651,Metro,Thomas Carter,Thomas Carter,,117 min,1997,5.6,41
1652,Major,Sashi Kiran Tikka,Sashi Kiran Tikka,,150 min,2022,8.1,
1653,JCVD,Mabrouk El Mechri,Mabrouk El Mechri,,97 min,2008,7.1,64
1654,I Spy,Betty Thomas,Betty Thomas,,97 min,2002,5.4,35
1655,Charlie Countryman,Fredrik Bond,Fredrik Bond,,103 min,2013,6.3,31
1656,Showtime,Tom Dey,Tom Dey,,95 min,2002,5.5,32
1657,22 Bullets,Richard Berry,Richard Berry,,117 min,2010,6.6,
1658,Ong Bak 2,"Tony Jaa, Panna Rittikrai",Tony Jaa,Panna Rittikrai,98 min,2008,6.2,47
1659,Antitrust,Peter Howitt,Peter Howitt,,108 min,2001,6.1,31
1660,Master (I),Lokesh Kanagaraj,Lokesh Kanagaraj,,178 min,2021,7.3,
1661,Dragon Ball Z: Battle of Gods,Masahiro Hosoda,Masahiro Hosoda,,85 min,2013,7.1,
1662,The Legend of Tomiris,Akan Satayev,Akan Satayev,,156 min,2019,6.2,
1663,K-9,Rod Daniel,Rod Daniel,,101 min,1989,6.0,44
1664,Universal Soldier: Regeneration,John Hyams,John Hyams,,97 min,2009,5.3,70
1665,Liger,Puri Jagannadh,Puri Jagannadh,,140 min,2022,2.7,
1666,Tae Guk Gi: The Brotherhood of War,Je-kyu Kang,Je-kyu Kang,,140 min,2004,8.0,64
1667,Armored,Nimród Antal,Nimród Antal,,88 min,2009,5.7,50
1668,Andaz Apna Apna,Rajkumar Santoshi,Rajkumar Santoshi,,160 min,1994,8.0,
1669,Happy New Year (I),Farah Khan,Farah Khan,,180 min,2014,4.9,
1670,The Double (I),Michael Brandt,Michael Brandt,,98 min,2011,5.9,37
1671,Wasabi,Gérard Krawczyk,Gérard Krawczyk,,94 min,2001,6.6,53
1672,Minnal Murali,Basil Joseph,Basil Joseph,,158 min,2021,7.8,
1673,Killing Season,Mark Steven Johnson,Mark Steven Johnson,,91 min,2013,5.4,25
1674,Don (I),Farhan Akhtar,Farhan Akhtar,,171 min,2006,7.1,
1675,Dhoom 3,Vijay Krishna Acharya,Vijay Krishna Acharya,,172 min,2013,5.4,61
1676,Taxi 2,Gérard Krawczyk,Gérard Krawczyk,,88 min,2000,6.5,
1677,Udta Punjab,Abhishek Chaubey,Abhishek Chaubey,,148 min,2016,7.7,
1678,Godsend,"Frank M. Calo, Nick Hamm",Frank M. Calo,Nick Hamm,102 min,2004,4.8,24
1679,Conquest 1453,Faruk Aksoy,Faruk Aksoy,,162 min,2012,6.5,
1680,Resident Evil: Degeneration,Makoto Kamiya,Makoto Kamiya,,98 min,2008,6.4,
1681,Jodhaa Akbar,Ashutosh Gowariker,Ashutosh Gowariker,,213 min,2008,7.5,69
1682,Dilwale,Rohit Shetty,Rohit Shetty,,158 min,2015,5.0,
1683,Gunday,Ali Abbas Zafar,Ali Abbas Zafar,,152 min,2014,2.7,
1684,Karthikeya 2,Chandoo Mondeti,Chandoo Mondeti,,150 min,2022,8.0,
1685,Mesrine: Public Enemy No. 1,Jean-François Richet,Jean-François Richet,,133 min,2008,7.4,72
1686,Taxi 3,Gérard Krawczyk,Gérard Krawczyk,,84 min,2003,5.8,
1687,Main Hoon Na,Farah Khan,Farah Khan,,179 min,2004,7.0,
1688,Thunivu,H. Vinoth,H. Vinoth,,145 min,2023,6.1,
1689,Sooryavanshi,Rohit Shetty,Rohit Shetty,,145 min,2021,6.1,
1690,Antim: The Final Truth,Mahesh Manjrekar,Mahesh Manjrekar,,138 min,2021,6.7,
1691,Day Watch,Timur Bekmambetov,Timur Bekmambetov,,132 min,2006,6.4,59
1692,Raazi,Meghna Gulzar,Meghna Gulzar,,138 min,2018,7.7,
1693,Heropanti 2,Ahmed Khan,Ahmed Khan,,145 min,2022,2.5,
1694,Tiger Lives,"Mehmet Tutkun, Ali Abbas Zafar, Musa Muhammed Olayinka",Mehmet Tutkun,Ali Abbas Zafar,161 min,2017,5.9,
1695,The Mountain II,Alper Caglar,Alper Caglar,,135 min,2016,8.2,
1696,Micmacs,Jean-Pierre Jeunet,Jean-Pierre Jeunet,,105 min,2009,7.1,62
1697,Delhi Belly,"Abhinay Deo, Akshat Verma",Abhinay Deo,Akshat Verma,103 min,2011,7.5,66
1698,Taxi 4,Gérard Krawczyk,Gérard Krawczyk,,91 min,2007,5.5,
1699,Fan (I),Maneesh Sharma,Maneesh Sharma,,142 min,2016,6.9,
1700,Ra.One,Anubhav Sinha,Anubhav Sinha,,156 min,2011,4.7,60
1701,Radhe,Prabhu Deva,Prabhu Deva,,109 min,2021,1.9,
1702,Race 3,Remo D'Souza,Remo D'Souza,,160 min,2018,1.9,
1703,Asuran,Vetrimaaran,Vetrimaaran,,141 min,2019,8.4,
1704,Koi... Mil Gaya,Rakesh Roshan,Rakesh Roshan,,171 min,2003,7.1,
1705,Fanaa,Kunal Kohli,Kunal Kohli,,168 min,2006,7.1,
1706,Beast (II),Nelson Dilipkumar,Nelson Dilipkumar,,155 min,2022,5.2,
1707,Marighella,Wagner Moura,Wagner Moura,,155 min,2019,7.1,
1708,Mortal World,Ali Atay,Ali Atay,,107 min,2018,7.6,
1709,Sarfarosh,John Mathew Matthan,John Mathew Matthan,,174 min,1999,8.1,
1710,Hera Pheri,Priyadarshan,Priyadarshan,,156 min,2000,8.1,
1711,Redirected,Emilis Velyvis,Emilis Velyvis,,99 min,2014,6.4,
1712,Once There Was a Tiger,"Mathur Goswami, Kabir Khan",Mathur Goswami,Kabir Khan,132 min,2012,5.6,
1713,Sadak 2,Mahesh Bhatt,Mahesh Bhatt,,133 min,2020,1.2,
1714,Arjun Reddy,Sandeep Reddy Vanga,Sandeep Reddy Vanga,,182 min,2017,8.0,
1715,The Legend,"Jerry, Joseph D. Sami",Jerry,Joseph D. Sami,161 min,2022,6.8,
1716,Mersal,Atlee,Atlee,,172 min,2017,7.5,
1717,Vikrant Rona,Anup Bhandari,Anup Bhandari,,148 min,2022,7.0,
1718,2.0,S. Shankar,S. Shankar,,148 min,2018,6.1,
1719,Toofaan,Rakeysh Omprakash Mehra,Rakeysh Omprakash Mehra,,163 min,2021,6.3,
1720,Shamshera,Karan Malhotra,Karan Malhotra,,178 min,2022,4.7,
1721,Laxmii,"Raghava Lawrence, Balakrishnan Thevar",Raghava Lawrence,Balakrishnan Thevar,141 min,2020,2.5,
1722,Bang Bang (I),Siddharth Anand,Siddharth Anand,,153 min,2014,5.6,
1723,Wanted (I),Prabhu Deva,Prabhu Deva,,147 min,2009,6.6,
1724,Enthiran,S. Shankar,S. Shankar,,174 min,2010,7.1,
1725,1: Nenokkadine,Sukumar,Sukumar,,170 min,2014,8.0,
1726,Kick,Sajid Nadiadwala,Sajid Nadiadwala,,146 min,2014,6.0,
1727,Paan Singh Tomar,Tigmanshu Dhulia,Tigmanshu Dhulia,,135 min,2012,8.2,
1728,The Warlords,"Peter Ho-Sun Chan, Wai-Man Yip",Peter Ho-Sun Chan,Wai-Man Yip,126 min,2007,7.0,70
1729,Bharat,Ali Abbas Zafar,Ali Abbas Zafar,,150 min,2019,4.7,
1730,Dabangg,Abhinav Kashyap,Abhinav Kashyap,,126 min,2010,6.2,
1731,Baby (I),Neeraj Pandey,Neeraj Pandey,,159 min,2015,7.9,
1732,Bachchhan Paandey,Farhad Samji,Farhad Samji,,147 min,2022,5.2,
1733,Samrat Prithviraj,Chandra Prakash Dwivedi,Chandra Prakash Dwivedi,,135 min,2022,5.8,
1734,Gabbar Is Back,Radha Krishna Jagarlamudi,Radha Krishna Jagarlamudi,,128 min,2015,7.1,
1735,Bodyguard (I),Siddique,Siddique,,130 min,2011,4.7,41
1736,Airlift,Raja Menon,Raja Menon,,130 min,2016,7.9,
1737,The Prototype,Marcelo Grion,Marcelo Grion,,97 min,2022,2.4,
1738,Kaththi,A.R. Murugadoss,A.R. Murugadoss,,166 min,2014,8.1,
1739,Holiday: A Soldier is Never Off Duty,A.R. Murugadoss,A.R. Murugadoss,,160 min,2014,7.2,
1740,Thuppakki,A.R. Murugadoss,A.R. Murugadoss,,165 min,2012,8.1,
1741,The Breath,Levent Semerci,Levent Semerci,,128 min,2009,8.0,
1742,Coolie No. 1,David Dhawan,David Dhawan,,134 min,2020,4.2,
1743,Gunjan Saxena: The Kargil Girl,"ALi Khan AK, Sharan Sharma",ALi Khan AK,Sharan Sharma,112 min,2020,5.5,
1744,The Legend Is Born: Ip Man,Herman Yau,Herman Yau,,100 min,2010,7.0,
1745,The Cost of Deception,Keith English,Keith English,,125 min,2021,1.5,
1746,To Strike,Bilal Lashari,Bilal Lashari,,130 min,2013,7.5,
1747,Angels Apocalypse,"Sean Cain, Enzo Zelocchi",Sean Cain,Enzo Zelocchi,85 min,2015,1.7,
1748,Vishwaroopam,Kamal Haasan,Kamal Haasan,,148 min,2013,7.9,
1749,The Way to Paradise,Enzo Zelocchi,Enzo Zelocchi,,85 min,2011,5.3,
1750,Crimea (I),Aleksey Pimanov,Aleksey Pimanov,,99 min,2017,3.6,
